1517529889.92	9745.19
1517529949.92	9696.14
1517530009.92	9705.22
1517530069.92	9709.09
1517530129.92	9689.28
1517530189.92	9722.44
1517530249.92	9746.31
1517530309.93	9723.96
1517530369.93	9724.7
1517530429.93	9701.34
1517530489.93	9722.4
1517530549.93	9704.57
1517530609.93	9688.16
1517530669.93	9703.79
1517530729.93	9713.89
1517530789.93	9739.36
1517530849.93	9670.48
1517530909.94	9691.36
1517530969.94	9741.12
1517531029.94	9755.3
1517531089.94	9700.27
1517531149.94	9729.08
1517531209.94	9746.16
1517531269.94	9715.3
1517531329.94	9695.76
1517531389.94	9736.67
1517531449.94	9737.11
1517531509.95	9748.12
1517531569.95	9699.51
1517531629.95	9682.19
1517531689.95	9732.42
1517531749.95	9743.62
1517531809.95	9726.41
1517531869.95	9691.97
1517531929.95	9704.06
1517531989.95	9689.69
1517532049.95	9682.64
1517532109.96	9710.83
1517532169.96	9700.58
1517532229.96	9709.76
1517532289.96	9700.16
1517532349.96	9617.83
1517532409.96	9710.81
1517532469.96	9681.58
1517532529.96	9695.46
1517532589.96	9690.54
1517532649.96	9748.44
1517532709.97	9696.1
1517532769.97	9690.57
1517532829.97	9672.37
1517532889.97	9688.55
1517532949.97	9709.27
1517533009.97	9638.71
1517533069.97	9650.58
1517533129.97	9714.25
1517533189.97	9651.22
1517533249.97	9687.77
1517533309.98	9681.74
1517533369.98	9665.14
1517533429.98	9730.51
1517533489.98	9694.88
1517533549.98	9651.31
1517533609.98	9670.55
1517533669.98	9668.65
1517533729.98	9711.51
1517533789.98	9705.74
1517533849.98	9655.13
1517533909.99	9643.63
1517533969.99	9693.64
1517534029.99	9707.89
1517534089.99	9700.51
1517534149.99	9681.35
1517534209.99	9737.6
1517534269.99	9693.27
1517534329.99	9725.14
1517534389.99	9719.06
1517534449.99	9765.54
1517534510.0	9688.82
1517534570.0	9693.99
1517534630.0	9695.1
1517534690.0	9708.17
1517534750.0	9704.37
1517534810.0	9734.25
1517534870.0	9745.15
1517534930.0	9716.71
1517534990.0	9668.79
1517535050.01	9724.18
1517535110.01	9714.71
1517535170.01	9730.68
1517535230.01	9697.8
1517535290.01	9677.98
1517535350.01	9718.22
1517535410.01	9690.34
1517535470.01	9690.29
1517535530.01	9760.16
1517535590.01	9708.32
1517535650.02	9666.08
1517535710.02	9689.64
1517535770.02	9737.82
1517535830.02	9661.72
1517535890.02	9698.57
1517535950.02	9720.39
1517536010.02	9706.96
1517536070.02	9689.5
1517536130.02	9697.82
1517536190.02	9744.39
1517536250.03	9724.2
1517536310.03	9690.96
1517536370.03	9743.52
1517536430.03	9718.06
1517536490.03	9729.7
1517536550.03	9680.98
1517536610.03	9755.69
1517536670.03	9685.31
1517536730.03	9687.33
1517536790.03	9638.5
1517536850.04	9750.1
1517536910.04	9739.64
1517536970.04	9707.74
1517537030.04	9710.51
1517537090.04	9736.78
1517537150.04	9678.34
1517537210.04	9718.27
1517537270.04	9660.78
1517537330.04	9725.11
1517537390.04	9695.49
1517537450.05	9774.85
1517537510.05	9729.12
1517537570.05	9729.43
1517537630.05	9706.76
1517537690.05	9703.56
1517537750.05	9707.15
1517537810.05	9715.51
1517537870.05	9771.87
1517537930.05	9784.07
1517537990.05	9680.11
1517538050.06	9708.18
1517538110.06	9717.86
1517538170.06	9719.73
1517538230.06	9736.37
1517538290.06	9758.37
1517538350.06	9671.04
1517538410.06	9768.2
1517538470.06	9751.08
1517538530.06	9735.79
1517538590.06	9737.09
1517538650.07	9786.37
1517538710.07	9769.34
1517538770.07	9724.69
1517538830.07	9735.48
1517538890.07	9745
1517538950.07	9715.31
1517539010.07	9746.48
1517539070.07	9650.14
1517539130.07	9745.17
1517539190.07	9760.37
1517539250.08	9736.71
1517539310.08	9763.85
1517539370.08	9764.94
1517539430.08	9730.95
1517539490.08	9737.46
1517539550.08	9744.47
1517539610.08	9729.23
1517539670.08	9773.09
1517539730.08	9723.08
1517539790.08	9728.57
1517539850.09	9749.77
1517539910.09	9756.71
1517539970.09	9716.54
1517540030.09	9711.45
1517540090.09	9757.42
1517540150.09	9726.83
1517540210.09	9751.41
1517540270.09	9745.71
1517540330.09	9755.33
1517540390.09	9739.57
1517540450.1	9741.56
1517540510.1	9735.27
1517540570.1	9779.21
1517540630.1	9765.82
1517540690.1	9742.34
1517540750.1	9733.76
1517540810.1	9808.51
1517540870.1	9749.05
1517540930.1	9738.33
1517540990.1	9733.3
1517541050.11	9712.05
1517541110.11	9733.62
1517541170.11	9749.07
1517541230.11	9740.67
1517541290.11	9749.94
1517541350.11	9755.32
1517541410.11	9755.2
1517541470.11	9723.89
1517541530.11	9769.34
1517541590.11	9751.26
1517541650.12	9720.62
1517541710.12	9751.28
1517541770.12	9722.45
1517541830.12	9726.89
1517541890.12	9772.4
1517541950.12	9743.51
1517542010.12	9763.49
1517542070.12	9708.2
1517542130.12	9715.77
1517542190.12	9706.31
1517542250.12	9707.86
1517542310.13	9761.01
1517542370.13	9721.02
1517542430.13	9705.37
1517542490.13	9744.87
1517542550.13	9704.29
1517542610.13	9748.18
1517542670.13	9757.59
1517542730.13	9756.05
1517542790.13	9727.67
1517542850.13	9719.78
1517542910.14	9755.89
1517542970.14	9689.58
1517543030.14	9722.02
1517543090.14	9720.53
1517543150.14	9766.33
1517543210.14	9718.68
1517543270.14	9738.72
1517543330.14	9765.59
1517543390.14	9752.73
1517543450.14	9726.87
1517543510.15	9757.33
1517543570.15	9767.44
1517543630.15	9742.45
1517543690.15	9773.12
1517543750.15	9797.52
1517543810.15	9735.59
1517543870.15	9752.65
1517543930.15	9744.21
1517543990.15	9792.54
1517544050.15	9789.66
1517544110.16	9709.24
1517544170.16	9722.71
1517544230.16	9737.92
1517544290.16	9780.7
1517544350.16	9736.4
1517544410.16	9718.78
1517544470.16	9778.11
1517544530.16	9756.03
1517544590.16	9772.97
1517544650.16	9757.93
1517544710.17	9728.98
1517544770.17	9793.82
1517544830.17	9731.66
1517544890.17	9739.46
1517544950.17	9745.8
1517545010.17	9772.6
1517545070.17	9718.33
1517545130.17	9756.3
1517545190.17	9769.46
1517545250.17	9771.33
1517545310.18	9743.7
1517545370.18	9663
1517545430.18	9787.72
1517545490.18	9740.32
1517545550.18	9777.55
1517545610.18	9768.43
1517545670.18	9737.67
1517545730.18	9788.64
1517545790.18	9771.67
1517545850.18	9720.81
1517545910.19	9752.31
1517545970.19	9751.75
1517546030.19	9742.29
1517546090.19	9770.2
1517546150.19	9770.07
1517546210.19	9724.19
1517546270.19	9778.87
1517546330.19	9709.9
1517546390.19	9771.02
1517546450.19	9779.91
1517546510.2	9747.48
1517546570.2	9809.58
1517546630.2	9812.55
1517546690.2	9780.64
1517546750.2	9722.1
1517546810.2	9791.91
1517546870.2	9785
1517546930.2	9780.5
1517546990.2	9773.8
1517547050.2	9784.54
1517547110.21	9767.97
1517547170.21	9715.36
1517547230.21	9744.84
1517547290.21	9785.64
1517547350.21	9774.06
1517547410.21	9755.35
1517547470.21	9759.49
1517547530.21	9710.03
1517547590.21	9740.03
1517547650.21	9727.64
1517547710.22	9742.75
1517547770.22	9804.97
1517547830.22	9726.39
1517547890.22	9752.93
1517547950.22	9778.63
1517548010.22	9766.39
1517548070.22	9818.68
1517548130.22	9787.1
1517548190.22	9756.83
1517548250.22	9761.89
1517548310.23	9794.6
1517548370.23	9779.35
1517548430.23	9798.04
1517548490.23	9763.31
1517548550.23	9787.67
1517548610.23	9784.78
1517548670.23	9776.68
1517548730.23	9736.67
1517548790.23	9756.59
1517548850.23	9750.77
1517548910.24	9793.16
1517548970.24	9748.57
1517549030.24	9783.19
1517549090.24	9744.82
1517549150.24	9762.82
1517549210.24	9796.73
1517549270.24	9756.35
1517549330.24	9725.11
1517549390.24	9765.19
1517549450.24	9785.46
1517549510.25	9800.98
1517549570.25	9790.27
1517549630.25	9790.45
1517549690.25	9813.01
1517549750.25	9802.28
1517549810.25	9788.48
1517549870.25	9764.39
1517549930.25	9759.79
1517549990.25	9776.99
1517550050.26	9770.72
1517550110.26	9779.05
1517550170.26	9786.38
1517550230.26	9755.91
1517550290.26	9770.95
1517550350.26	9728.21
1517550410.26	9774.87
1517550470.26	9741.42
1517550530.26	9803.27
1517550590.26	9794.58
1517550650.27	9800.18
1517550710.27	9767.4
1517550770.27	9798.5
1517550830.27	9762.21
1517550890.27	9754.62
1517550950.27	9746.45
1517551010.27	9806.03
1517551070.27	9778.46
1517551130.27	9808.48
1517551190.27	9802.06
1517551250.28	9828.02
1517551310.28	9781.38
1517551370.28	9756.4
1517551430.28	9734.49
1517551490.28	9773
1517551550.28	9755.87
1517551610.28	9777.49
1517551670.28	9784.52
1517551730.28	9819.01
1517551790.28	9784.45
1517551850.29	9758.54
1517551910.29	9753.3
1517551970.29	9766.13
1517552030.29	9739.22
1517552090.29	9760.83
1517552150.29	9788.05
1517552210.29	9759.03
1517552270.29	9757
1517552330.29	9736.32
1517552390.29	9727.48
1517552450.3	9772.33
1517552510.3	9791.41
1517552570.3	9747.98
1517552630.3	9772.51
1517552690.3	9813.68
1517552750.3	9799.65
1517552810.3	9807.95
1517552870.3	9653.23
1517552930.3	9740.93
1517552990.3	9774.54
1517553050.31	9769.78
1517553110.31	9751.55
1517553170.31	9788.24
1517553230.31	9755.72
1517553290.31	9770.72
1517553350.31	9760.82
1517553410.31	9766.9
1517553470.31	9775.94
1517553530.31	9786.89
1517553590.31	9794.3
1517553650.32	9778.04
1517553710.32	9772.21
1517553770.32	9822.34
1517553830.32	9763.19
1517553890.32	9787.16
1517553950.32	9771.03
1517554010.32	9807.91
1517554070.32	9767.79
1517554130.32	9782.73
1517554190.32	9794.66
1517554250.33	9822.89
1517554310.33	9792.86
1517554370.33	9795.99
1517554430.33	9727
1517554490.33	9764.98
1517554550.33	9786.34
1517554610.33	9742.94
1517554670.33	9795.5
1517554730.33	9737.14
1517554790.33	9796.88
1517554850.34	9763.46
1517554910.34	9769.89
1517554970.34	9777.49
1517555030.34	9775
1517555090.34	9774.02
1517555150.34	9757.82
1517555210.34	9781.37
1517555270.34	9765.72
1517555330.34	9743.43
1517555390.34	9792.67
1517555450.35	9794.07
1517555510.35	9813.92
1517555570.35	9754.4
1517555630.35	9749.53
1517555690.35	9803.61
1517555750.35	9790.87
1517555810.35	9797.3
1517555870.35	9800.67
1517555930.35	9747.4
1517555990.35	9737.29
1517556050.36	9785.87
1517556110.36	9799.14
1517556170.36	9806.56
1517556230.36	9763.4
1517556290.36	9761.37
1517556350.36	9812.9
1517556410.36	9797.16
1517556470.36	9760.75
1517556530.36	9803.47
1517556590.36	9833.03
1517556650.37	9794.09
1517556710.37	9767.35
1517556770.37	9817.48
1517556830.37	9839.53
1517556890.37	9801.81
1517556950.37	9825.42
1517557010.37	9808.75
1517557070.37	9818.18
1517557130.37	9765.43
1517557190.37	9818.43
1517557250.38	9814.67
1517557310.38	9798.34
1517557370.38	9798.26
1517557430.38	9795.58
1517557490.38	9851.97
1517557550.38	9798.38
1517557610.38	9771.59
1517557670.38	9793.78
1517557730.38	9784.86
1517557790.38	9788.25
1517557850.38	9757.08
1517557910.39	9784.61
1517557970.39	9837.34
1517558030.39	9769.2
1517558090.39	9780.19
1517558150.39	9816.53
1517558210.39	9748.06
1517558270.39	9759.65
1517558330.39	9773.73
1517558390.39	9778.01
1517558450.39	9775.97
1517558510.4	9817.45
1517558570.4	9796.55
1517558630.4	9844.66
1517558690.4	9768.22
1517558750.4	9778.62
1517558810.4	9794.15
1517558870.4	9789.35
1517558930.4	9737.74
1517558990.4	9782.74
1517559050.4	9790.47
1517559110.41	9785.33
1517559170.41	9808.14
1517559230.41	9744.6
1517559290.41	9814.1
1517559350.41	9794.04
